player_id,display_name,season,age,position,college_name,draft_year,draft_round,height,weight,games,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,rushing_fumbles,receptions,targets,receiving_yards,receiving_tds,receiving_epa,fantasy_points,fantasy_points_ppr
00-0021376,T.J. Duckett,2007,26,RB,Michigan State,2002.0,1.0,72.0,254.0,11,65,335.0,3,16.0,1.789976392806794,1.0,4,4,54.0,0,6.414001052966341,56.9,60.900000000000006
00-0021376,T.J. Duckett,2008,27,RB,Michigan State,2002.0,1.0,72.0,254.0,15,62,172.0,8,26.0,8.633659184312103,0.0,0,0,0.0,0,0.0,65.2,65.2
00-0021750,Arlen Harris,2003,23,RB,Hofstra; Virginia,,,70.0,212.0,8,85,255.0,4,16.0,-8.642328893756172,1.0,15,15,102.0,0,-0.19505131960613653,59.7,74.7
00-0021755,Earnest Graham,2007,27,RB,Florida,,,69.0,225.0,15,222,898.0,10,46.0,-5.391220798136683,0.0,49,49,324.0,0,6.77550680409843,180.20000000000002,229.20000000000002
00-0021755,Earnest Graham,2008,28,RB,Florida,,,69.0,225.0,10,132,563.0,4,26.0,-14.782345662458589,2.0,23,23,174.0,0,8.517557402522415,97.82000000000001,120.82000000000001
00-0021938,Brock Forsey,2003,23,RB,Boise State,2003.0,6.0,71.0,208.0,4,50,191.0,2,12.0,1.53235284431139,0.0,3,3,37.0,0,3.5211526348721236,34.800000000000004,37.800000000000004
00-0021976,Larry Johnson,2004,25,RB,Penn State,2003.0,1.0,73.0,235.0,8,120,581.0,9,34.0,16.43921158730518,0.0,22,22,278.0,2,23.29686197132105,151.9,173.9
00-0021976,Larry Johnson,2005,26,RB,Penn State,2003.0,1.0,73.0,235.0,16,336,1750.0,20,97.0,33.79675802089292,5.0,33,33,343.0,1,19.083776143592008,327.3,360.3
00-0021976,Larry Johnson,2006,27,RB,Penn State,2003.0,1.0,73.0,235.0,16,416,1789.0,17,91.0,3.409122043826363,2.0,41,41,410.0,2,23.16722202943554,329.90000000000003,370.90000000000003
00-0021976,Larry Johnson,2007,28,RB,Penn State,2003.0,1.0,73.0,235.0,8,158,559.0,3,24.0,-32.46452078218327,1.0,30,30,186.0,1,5.322768005333933,98.5,128.5
00-0021976,Larry Johnson,2008,29,RB,Penn State,2003.0,1.0,73.0,235.0,12,193,874.0,5,44.0,-12.661295617059503,5.0,12,12,74.0,0,0.2139099207415711,126.96000000000001,138.96
00-0021976,Larry Johnson,2009,30,RB,Penn State,2003.0,1.0,73.0,235.0,14,178,562.0,0,28.0,-34.074871760424855,2.0,15,21,80.0,0,-3.7059420558507554,62.2,77.2
00-0021979,Domanick Williams,2003,23,RB,LSU,2003.0,4.0,69.0,216.0,14,238,1031.0,8,47.0,-17.534982099584745,2.0,47,47,351.0,0,7.829834028930641,180.20000000000002,227.20000000000002
00-0021979,Domanick Williams,2004,24,RB,LSU,2003.0,4.0,69.0,216.0,15,301,1180.0,13,56.0,-27.746001902964817,2.0,69,69,596.0,1,21.58546902705605,253.60000000000002,322.6
00-0021979,Domanick Williams,2005,25,RB,LSU,2003.0,4.0,69.0,216.0,11,230,976.0,2,39.0,-21.939455940768195,1.0,39,39,337.0,4,29.063097383565037,165.3,204.3
00-0022006,Artose Pinner,2004,26,RB,Kentucky,2003.0,4.0,70.0,232.0,7,57,174.0,2,10.0,-4.2322268119314685,0.0,11,11,72.0,0,1.4676526676630601,36.6,47.6
00-0022006,Artose Pinner,2005,27,RB,Kentucky,2003.0,4.0,70.0,232.0,13,106,349.0,3,21.0,-11.51221320122626,0.0,21,21,181.0,0,7.568821230204776,71.0,92.0
00-0022057,LaBrandon Toefield,2003,23,RB,LSU,2003.0,4.0,71.0,235.0,15,53,212.0,2,10.0,-0.2934706287724893,0.0,14,14,105.0,1,7.156219459488057,50.980000000000004,64.98
00-0022057,LaBrandon Toefield,2004,24,RB,LSU,2003.0,4.0,71.0,235.0,14,51,169.0,0,7.0,-13.220335655187894,0.0,28,28,151.0,1,6.098431707048932,36.0,64.0
00-0022092,Chris Brown,2003,22,RB,Colorado; Northwestern; Fort Scott CC,2003.0,3.0,75.0,234.0,11,56,221.0,0,9.0,-11.062040279095527,1.0,8,8,61.0,0,2.6654320334200747,28.200000000000003,36.2
00-0022092,Chris Brown,2004,23,RB,Colorado; Northwestern; Fort Scott CC,2003.0,3.0,75.0,234.0,11,220,1067.0,6,40.0,-18.356819163986685,6.0,20,20,147.0,0,5.159321086786463,149.4,169.4
00-0022092,Chris Brown,2005,24,RB,Colorado; Northwestern; Fort Scott CC,2003.0,3.0,75.0,234.0,15,224,851.0,5,37.0,-32.75708169639843,3.0,25,25,327.0,2,14.903257914360802,153.8,178.8
00-0022092,Chris Brown,2007,26,RB,Colorado; Northwestern; Fort Scott CC,2003.0,3.0,75.0,234.0,12,101,464.0,5,28.0,2.0977047500782646,1.0,19,19,128.0,0,5.745124285383729,87.2,106.2
00-0022092,Chris Brown,2009,28,RB,Colorado; Northwestern; Fort Scott CC,2003.0,3.0,75.0,234.0,14,79,267.0,3,15.0,-22.364608908169696,1.0,16,21,74.0,0,-6.172670604862905,48.1,64.10000000000001
00-0022093,Justin Fargas,2006,26,RB,USC; Michigan,2003.0,3.0,73.0,220.0,16,178,659.0,1,27.0,-19.40039999664809,1.0,13,13,91.0,0,3.336368807591498,81.0,94.0
00-0022093,Justin Fargas,2007,27,RB,USC; Michigan,2003.0,3.0,73.0,220.0,14,222,1009.0,4,52.0,-10.913657025094533,3.0,23,23,188.0,0,10.34069053560961,141.70000000000002,164.70000000000002
00-0022093,Justin Fargas,2008,28,RB,USC; Michigan,2003.0,3.0,73.0,220.0,14,219,855.0,1,32.0,-39.7591600624437,3.0,10,10,52.0,0,0.7455066078109667,94.7,104.7
00-0022093,Justin Fargas,2009,29,RB,USC; Michigan,2003.0,3.0,73.0,220.0,12,129,491.0,3,23.0,-13.918650393817206,1.0,17,21,113.0,0,-3.7207354761965945,78.4,95.4
00-0022095,Quentin Griffin,2003,22,RB,Oklahoma,2003.0,4.0,67.0,195.0,9,94,345.0,0,14.0,-6.161151968270075,3.0,8,8,61.0,0,3.978584331343882,38.6,46.6
00-0022095,Quentin Griffin,2004,23,RB,Oklahoma,2003.0,4.0,67.0,195.0,5,85,311.0,2,13.0,-19.903523104296504,2.0,10,10,68.0,1,-2.1686522453383077,49.900000000000006,59.900000000000006
00-0022130,Musa Smith,2007,25,RB,Georgia,2003.0,3.0,72.0,232.0,16,75,264.0,2,14.0,-7.506758459180608,1.0,27,27,192.0,0,6.018681061192183,57.6,84.60000000000001
00-0022138,Onterrio Smith,2003,23,RB,Oregon; Tennessee,2003.0,4.0,70.0,214.0,10,107,579.0,5,28.0,11.668448686976095,1.0,15,15,129.0,0,6.988699572393671,102.8,117.8
00-0022138,Onterrio Smith,2004,24,RB,Oregon; Tennessee,2003.0,4.0,70.0,214.0,11,124,544.0,2,18.0,-6.390290516739185,2.0,36,36,394.0,2,27.981090457353275,117.80000000000001,153.8
00-0022178,Willis McGahee,2004,23,RB,Miami,2003.0,1.0,72.0,235.0,15,284,1128.0,13,64.0,-18.484314989567515,3.0,22,22,169.0,0,11.726357520474178,203.70000000000002,225.70000000000002
00-0022178,Willis McGahee,2005,24,RB,Miami,2003.0,1.0,72.0,235.0,16,325,1247.0,5,71.0,-21.094415396022043,1.0,28,28,178.0,0,5.6569761579157785,170.5,198.5
00-0022178,Willis McGahee,2006,25,RB,Miami,2003.0,1.0,72.0,235.0,14,259,990.0,6,48.0,-25.951188464674352,4.0,18,18,156.0,0,4.238295509421732,146.6,164.6
00-0022178,Willis McGahee,2007,26,RB,Miami,2003.0,1.0,72.0,235.0,15,294,1207.0,7,56.0,-29.862215406201436,4.0,43,43,231.0,1,4.344338313605039,185.8,228.8
00-0022178,Willis McGahee,2008,27,RB,Miami,2003.0,1.0,72.0,235.0,13,170,671.0,7,34.0,-8.264612731354188,2.0,24,24,173.0,0,3.968902909492238,120.4,144.4
00-0022178,Willis McGahee,2009,28,RB,Miami,2003.0,1.0,72.0,235.0,15,109,544.0,12,28.0,11.121269044366809,1.0,15,22,85.0,2,-0.09837720775976777,144.9,159.9
00-0022178,Willis McGahee,2010,29,RB,Miami,2003.0,1.0,72.0,235.0,15,100,380.0,5,18.0,-10.721179998673453,2.0,14,18,55.0,1,-6.815107720721569,75.5,89.5
00-0022178,Willis McGahee,2011,30,RB,Miami,2003.0,1.0,72.0,235.0,15,249,1199.0,4,52.0,-17.35279001372511,3.0,12,20,51.0,1,-1.3479218775755726,151.0,163.0
00-0022178,Willis McGahee,2012,31,RB,Miami,2003.0,1.0,72.0,235.0,10,167,731.0,4,43.0,-9.675282373154896,5.0,26,33,221.0,0,6.838502513061903,113.2,139.2
00-0022178,Willis McGahee,2013,32,RB,Miami,2003.0,1.0,72.0,235.0,11,138,377.0,2,28.0,-24.776077790252074,1.0,8,11,20.0,0,-5.8744099209391525,49.7,57.7
00-0022180,Lee Suggs,2003,23,RB,Virginia Tech,2003.0,4.0,72.0,213.0,4,56,289.0,2,13.0,3.581822630240218,2.0,2,2,0.0,0,-0.9035715340287425,38.900000000000006,40.900000000000006
00-0022180,Lee Suggs,2004,24,RB,Virginia Tech,2003.0,4.0,72.0,213.0,10,199,744.0,2,38.0,-37.67321702339441,6.0,20,20,178.0,1,5.969372848427156,104.2,124.2
00-0022206,Kenton Keith,2007,27,RB,New Mexico State,,,71.0,198.0,16,121,533.0,3,43.0,9.986795260807476,1.0,13,13,77.0,1,3.725170149002224,85.0,98.0
00-0022217,Mewelde Moore,2004,22,RB,Tulane,2004.0,4.0,71.0,209.0,7,65,379.0,0,16.0,4.546861385563163,0.0,27,27,238.0,0,9.223911140172277,61.699999999999996,88.7
00-0022217,Mewelde Moore,2005,23,RB,Tulane,2004.0,4.0,71.0,209.0,15,155,662.0,1,32.0,-6.923706054973225,1.0,37,37,339.0,2,16.117088841216173,122.1,159.1
00-0022217,Mewelde Moore,2008,26,RB,Tulane,2004.0,4.0,71.0,209.0,14,140,588.0,5,36.0,-6.2365946804580865,0.0,40,40,320.0,1,18.279830422673307,126.80000000000001,166.8
00-0022250,Willie Parker,2005,25,RB,North Carolina,,,70.0,209.0,15,255,1202.0,4,47.0,-0.8703598707506899,4.0,18,18,218.0,1,15.625305880152155,172.0,190.0
00-0022250,Willie Parker,2006,26,RB,North Carolina,,,70.0,209.0,16,337,1494.0,13,70.0,-16.61406361944497,6.0,31,31,222.0,3,10.151564484607661,257.6,288.6
00-0022250,Willie Parker,2007,27,RB,North Carolina,,,70.0,209.0,15,321,1316.0,2,49.0,-43.74626008141365,4.0,23,23,164.0,0,5.3807309023686685,154.0,177.0
00-0022250,Willie Parker,2008,28,RB,North Carolina,,,70.0,209.0,11,209,789.0,5,29.0,-18.129499601083808,0.0,4,4,15.0,0,-1.1385519784525968,110.4,114.4
00-0022250,Willie Parker,2009,29,RB,North Carolina,,,70.0,209.0,13,98,389.0,0,19.0,-14.789691214676795,1.0,6,7,64.0,1,4.6904715481214225,49.3,55.3
00-0022288,Jason Wright,2006,24,RB,Northwestern,,,70.0,212.0,8,62,189.0,0,8.0,-21.56752911539179,1.0,6,6,82.0,0,6.3042982715705875,25.1,31.1
00-0022288,Jason Wright,2007,25,RB,Northwestern,,,70.0,212.0,15,60,277.0,1,19.0,-3.2940707100971074,1.0,24,25,232.0,0,13.401319929988697,54.900000000000006,78.9
00-0022736,Steven Jackson,2004,21,RB,Oregon State,2004.0,1.0,74.0,240.0,14,134,673.0,4,37.0,6.761447465971033,1.0,19,19,189.0,0,3.886500069760632,110.2,129.2
00-0022736,Steven Jackson,2005,22,RB,Oregon State,2004.0,1.0,74.0,240.0,15,254,1046.0,8,50.0,-31.390017968255226,3.0,43,43,320.0,2,18.9894363025669,190.6,233.6
00-0022736,Steven Jackson,2006,23,RB,Oregon State,2004.0,1.0,74.0,240.0,16,346,1528.0,13,74.0,-1.2707823276258932,2.0,90,90,806.0,3,30.282349884191504,325.40000000000003,415.40000000000003
00-0022736,Steven Jackson,2007,24,RB,Oregon State,2004.0,1.0,74.0,240.0,12,237,1002.0,5,36.0,-24.295208619614606,3.0,38,38,271.0,1,10.83573947355896,163.38,201.38
00-0022736,Steven Jackson,2008,25,RB,Oregon State,2004.0,1.0,74.0,240.0,12,254,1043.0,7,58.0,-26.42877498090928,5.0,40,41,379.0,1,22.85526733669036,184.2,224.2
00-0022736,Steven Jackson,2009,26,RB,Oregon State,2004.0,1.0,74.0,240.0,15,325,1424.0,4,61.0,-38.656971970218436,2.0,50,74,314.0,0,-25.401453868212506,193.8,243.8
00-0022736,Steven Jackson,2010,27,RB,Oregon State,2004.0,1.0,74.0,240.0,16,330,1241.0,6,60.0,-49.73314623799439,1.0,46,61,383.0,0,-0.12498590824791567,196.4,242.4
00-0022736,Steven Jackson,2011,28,RB,Oregon State,2004.0,1.0,74.0,240.0,15,260,1145.0,5,50.0,-18.008186612031967,1.0,42,58,333.0,1,-6.619980635433944,181.8,223.8
00-0022736,Steven Jackson,2012,29,RB,Oregon State,2004.0,1.0,74.0,240.0,16,258,1045.0,4,47.0,-21.49095057071846,0.0,38,53,321.0,0,6.663583438495976,162.60000000000002,200.60000000000002
00-0022736,Steven Jackson,2013,30,RB,Oregon State,2004.0,1.0,74.0,240.0,12,157,543.0,6,26.0,-21.998009214448587,0.0,33,49,191.0,1,-10.929909962679288,115.4,148.4
00-0022736,Steven Jackson,2014,31,RB,Oregon State,2004.0,1.0,74.0,240.0,15,190,707.0,6,37.0,-16.424411721241505,0.0,20,27,148.0,0,1.621709247061517,121.50000000000001,141.5
00-0022770,Derrick Ward,2007,27,RB,University of Ottawa (Kans.); Fresno State,2004.0,7.0,71.0,240.0,8,125,602.0,3,28.0,5.7710603150355535,2.0,26,26,179.0,1,5.348098273887961,100.10000000000001,126.10000000000001
00-0022770,Derrick Ward,2008,28,RB,University of Ottawa (Kans.); Fresno State,2004.0,7.0,71.0,240.0,16,182,1025.0,2,53.0,18.17107688090062,2.0,41,41,384.0,0,17.774888522536482,152.9,193.9
00-0022770,Derrick Ward,2009,29,RB,University of Ottawa (Kans.); Fresno State,2004.0,7.0,71.0,240.0,14,115,414.0,1,13.0,-23.90334164934672,0.0,20,24,150.0,2,5.193499947257806,74.4,94.4
00-0022770,Derrick Ward,2010,30,RB,University of Ottawa (Kans.); Fresno State,2004.0,7.0,71.0,240.0,14,51,317.0,4,17.0,11.617937287193266,0.0,7,11,61.0,0,-0.5377093987772241,61.8,68.8
00-0022782,Kevin Jones,2004,22,RB,Virginia Tech,2004.0,1.0,72.0,225.0,15,241,1133.0,5,57.0,-10.11866351971708,2.0,28,28,180.0,1,5.401845532353036,165.3,193.3
00-0022782,Kevin Jones,2005,23,RB,Virginia Tech,2004.0,1.0,72.0,225.0,13,186,664.0,5,25.0,-11.90935993733001,2.0,20,20,109.0,0,0.7044760627904907,107.30000000000001,127.3
00-0022782,Kevin Jones,2006,24,RB,Virginia Tech,2004.0,1.0,72.0,225.0,12,181,689.0,6,31.0,-41.3120563280289,4.0,61,61,520.0,2,24.558964309399016,158.9,219.9
00-0022782,Kevin Jones,2007,25,RB,Virginia Tech,2004.0,1.0,72.0,225.0,13,153,581.0,8,35.0,-13.323809314887463,2.0,33,33,197.0,0,4.702283041224585,123.8,156.8
00-0022821,Michael Turner,2005,23,RB,Northern Illinois,2004.0,5.0,70.0,247.0,11,57,335.0,3,11.0,9.475245832590101,0.0,0,0,0.0,0,0.0,51.5,51.5
00-0022821,Michael Turner,2006,24,RB,Northern Illinois,2004.0,5.0,70.0,247.0,13,80,502.0,2,24.0,13.432188116351158,0.0,3,3,47.0,0,2.9298032613587566,66.9,69.9
00-0022821,Michael Turner,2007,25,RB,Northern Illinois,2004.0,5.0,70.0,247.0,14,71,316.0,1,10.0,-12.825160529670661,1.0,4,4,16.0,0,-1.081516940961592,37.2,41.2
00-0022821,Michael Turner,2008,26,RB,Northern Illinois,2004.0,5.0,70.0,247.0,16,377,1699.0,17,84.0,-6.208692428756762,2.0,6,6,41.0,0,0.9977582652354613,272.0,278.0
00-0022821,Michael Turner,2009,27,RB,Northern Illinois,2004.0,5.0,70.0,247.0,11,178,871.0,10,43.0,6.229447950870963,4.0,5,7,35.0,0,0.10472250607563183,146.60000000000002,151.60000000000002
00-0022821,Michael Turner,2010,28,RB,Northern Illinois,2004.0,5.0,70.0,247.0,16,334,1371.0,12,71.0,-17.17679285046093,2.0,12,20,85.0,0,-1.618892535509076,213.6,225.6
00-0022821,Michael Turner,2011,29,RB,Northern Illinois,2004.0,5.0,70.0,247.0,16,301,1340.0,11,62.0,-16.837349768497372,3.0,17,26,168.0,0,6.168613353744149,212.8,229.8
00-0022821,Michael Turner,2012,30,RB,Northern Illinois,2004.0,5.0,70.0,247.0,16,222,800.0,10,40.0,-32.51177971533478,3.0,19,30,128.0,1,-4.788440097356215,156.8,175.8
00-0022840,Julius Jones,2004,23,RB,Notre Dame,2004.0,2.0,70.0,208.0,8,197,819.0,7,44.0,-12.278572941472678,3.0,17,17,109.0,0,1.1261155254323967,128.8,145.8
00-0022840,Julius Jones,2005,24,RB,Notre Dame,2004.0,2.0,70.0,208.0,13,257,993.0,5,47.0,-29.318609093387,3.0,35,35,218.0,0,4.846956817636965,147.1,182.10000000000002
00-0022840,Julius Jones,2006,25,RB,Notre Dame,2004.0,2.0,70.0,208.0,16,267,1084.0,4,43.0,-15.543683537718607,1.0,9,9,142.0,0,11.37069045152748,144.6,153.6
00-0022840,Julius Jones,2007,26,RB,Notre Dame,2004.0,2.0,70.0,208.0,16,166,584.0,2,24.0,-31.63711980773198,0.0,23,23,203.0,0,9.943859067332934,90.7,113.7
00-0022840,Julius Jones,2008,27,RB,Notre Dame,2004.0,2.0,70.0,208.0,14,158,698.0,2,29.0,-18.441969790301304,3.0,14,14,66.0,0,-3.4161185834091157,84.4,98.4
00-0022840,Julius Jones,2009,28,RB,Notre Dame,2004.0,2.0,70.0,208.0,14,177,663.0,2,32.0,-22.73708310368015,0.0,35,43,232.0,2,1.7779136465978809,113.5,148.5
00-0022840,Julius Jones,2010,29,RB,Notre Dame,2004.0,2.0,70.0,208.0,13,60,223.0,0,9.0,-13.38971946737729,1.0,17,23,59.0,0,-9.094129410891348,26.200000000000003,43.2
00-0022893,Tatum Bell,2004,23,RB,Oklahoma State,2004.0,2.0,71.0,213.0,9,75,396.0,3,18.0,10.257883058260989,0.0,5,5,80.0,0,-3.120681961111826,65.60000000000001,70.60000000000001
00-0022893,Tatum Bell,2005,24,RB,Oklahoma State,2004.0,2.0,71.0,213.0,14,173,921.0,8,41.0,10.245186144628049,3.0,18,18,104.0,0,1.615507354781114,148.5,166.5
00-0022893,Tatum Bell,2006,25,RB,Oklahoma State,2004.0,2.0,71.0,213.0,13,233,1025.0,2,43.0,-24.719611515198686,3.0,24,24,115.0,0,-8.967458097147755,116.0,140.0
00-0022926,Chris Perry,2005,24,RB,Michigan,2004.0,1.0,72.0,224.0,14,61,279.0,0,15.0,-0.07955181166406744,0.0,51,51,328.0,2,10.015767121803947,70.7,121.7
00-0022926,Chris Perry,2008,27,RB,Michigan,2004.0,1.0,72.0,224.0,11,102,264.0,2,11.0,-44.534855950507335,5.0,21,21,76.0,0,0.8753624032251537,40.0,61.0
00-0022984,Ryan Grant,2007,25,RB,Notre Dame,,,73.0,222.0,14,188,956.0,8,36.0,3.814170326599328,0.0,30,30,147.0,0,-3.010159979739705,156.3,186.3
00-0022984,Ryan Grant,2008,26,RB,Notre Dame,,,73.0,222.0,16,312,1203.0,4,53.0,-44.775648523238274,4.0,18,18,116.0,1,2.9438194619724527,155.9,173.9
00-0022984,Ryan Grant,2009,27,RB,Notre Dame,,,73.0,222.0,16,282,1253.0,11,61.0,7.1589584223984275,0.0,25,30,197.0,0,0.5397059095146748,209.0,234.0
00-0022984,Ryan Grant,2011,29,RB,Notre Dame,,,73.0,222.0,15,134,559.0,2,27.0,-14.680920114207947,1.0,19,24,268.0,1,16.485689468390774,98.7,117.7
00-0023074,Samkon Gado,2005,23,RB,Liberty,,,70.0,226.0,8,143,582.0,6,29.0,2.0124613085989513,3.0,10,10,77.0,1,-0.29693512234371156,105.9,115.9
00-0023074,Samkon Gado,2006,24,RB,Liberty,,,70.0,226.0,9,56,210.0,1,9.0,-6.801740306463861,1.0,17,17,85.0,0,-3.1169796190806665,35.5,52.5
00-0023074,Samkon Gado,2007,25,RB,Liberty,,,70.0,226.0,8,53,150.0,4,9.0,-8.278838840778139,0.0,12,12,106.0,0,1.3663543902803212,51.6,63.6
00-0023437,Ronnie Brown,2005,24,RB,Auburn,2005.0,1.0,72.0,223.0,15,207,907.0,4,41.0,-14.777269069537644,3.0,32,32,232.0,1,8.61768737307284,135.9,167.9
00-0023437,Ronnie Brown,2006,25,RB,Auburn,2005.0,1.0,72.0,223.0,13,242,1005.0,5,49.0,-28.84921580294337,5.0,33,33,276.0,0,7.7902049046019215,152.10000000000002,185.1
00-0023437,Ronnie Brown,2007,26,RB,Auburn,2005.0,1.0,72.0,223.0,7,119,602.0,4,39.0,22.538003609249888,0.0,39,39,389.0,1,21.215506516455207,131.1,170.1
00-0023437,Ronnie Brown,2008,27,RB,Auburn,2005.0,1.0,72.0,223.0,16,214,916.0,10,48.0,-6.240719550086949,1.0,33,33,254.0,0,11.004538468376268,180.24,213.24
00-0023437,Ronnie Brown,2009,28,RB,Auburn,2005.0,1.0,72.0,223.0,9,147,648.0,8,32.0,7.173140693237197,1.0,14,20,98.0,0,-1.5428337113186665,125.48,139.48000000000002
00-0023437,Ronnie Brown,2010,29,RB,Auburn,2005.0,1.0,72.0,223.0,16,200,734.0,5,40.0,-30.692319575984857,3.0,33,42,242.0,0,-7.548901524050629,123.60000000000001,156.6
00-0023439,Cedric Benson,2005,23,RB,Texas,2005.0,1.0,71.0,227.0,9,67,272.0,0,12.0,-17.555567347968463,1.0,1,1,3.0,0,-0.19586548767983913,25.5,26.5
00-0023439,Cedric Benson,2006,24,RB,Texas,2005.0,1.0,71.0,227.0,15,157,647.0,6,33.0,-1.7519552054137328,0.0,8,8,54.0,0,3.3197490454185754,106.10000000000001,114.10000000000001
00-0023439,Cedric Benson,2007,25,RB,Texas,2005.0,1.0,71.0,227.0,11,197,678.0,4,33.0,-37.37923773229896,3.0,17,17,123.0,0,6.906541615957394,100.10000000000001,117.10000000000001
00-0023439,Cedric Benson,2008,26,RB,Texas,2005.0,1.0,71.0,227.0,12,214,747.0,2,36.0,-35.6558406358072,2.0,20,20,185.0,0,4.113525295106228,103.2,123.2
00-0023439,Cedric Benson,2009,27,RB,Texas,2005.0,1.0,71.0,227.0,13,301,1251.0,6,57.0,-20.698777171589516,1.0,17,24,111.0,0,-2.339616039500562,172.20000000000002,189.20000000000002
00-0023439,Cedric Benson,2010,28,RB,Texas,2005.0,1.0,71.0,227.0,16,321,1111.0,7,59.0,-64.60335679997975,7.0,28,37,178.0,1,2.4147065941942856,168.9,196.9
00-0023439,Cedric Benson,2011,29,RB,Texas,2005.0,1.0,71.0,227.0,15,273,1067.0,6,53.0,-28.1494514689445,5.0,15,22,82.0,0,-0.6433922012220137,146.9,161.9
00-0023439,Cedric Benson,2012,30,RB,Texas,2005.0,1.0,71.0,227.0,5,71,248.0,1,10.0,-6.746988685830729,1.0,14,15,97.0,0,6.47833853866905,40.50000000000001,54.5
00-0023440,Cadillac Williams,2005,23,RB,Auburn,2005.0,1.0,71.0,218.0,14,290,1178.0,6,54.0,-14.920324317943706,3.0,20,20,81.0,0,-0.5040989112540766,157.9,177.9
00-0023440,Cadillac Williams,2006,24,RB,Auburn,2005.0,1.0,71.0,218.0,14,225,798.0,1,32.0,-37.71289853276892,2.0,30,30,196.0,0,1.1755480992724188,99.4,129.4
00-0023440,Cadillac Williams,2007,25,RB,Auburn,2005.0,1.0,71.0,218.0,4,54,208.0,3,12.0,-7.303398148476845,1.0,3,3,17.0,0,-5.36936672241427,36.5,39.5
00-0023440,Cadillac Williams,2008,26,RB,Auburn,2005.0,1.0,71.0,218.0,6,63,233.0,4,17.0,1.27839101763675,1.0,7,7,43.0,0,1.4429587838239968,51.6,58.6
00-0023440,Cadillac Williams,2009,27,RB,Auburn,2005.0,1.0,71.0,218.0,16,209,816.0,4,43.0,-19.97308488278533,1.0,29,40,219.0,3,-7.089814130692695,145.5,174.5
00-0023440,Cadillac Williams,2010,28,RB,Auburn,2005.0,1.0,71.0,218.0,16,125,437.0,2,19.0,-18.375755629618652,1.0,46,64,355.0,1,1.171650105290122,95.2,141.20000000000002
00-0023440,Cadillac Williams,2011,29,RB,Auburn,2005.0,1.0,71.0,218.0,11,87,361.0,1,19.0,-5.583787563722581,0.0,14,23,93.0,0,-7.024300930381287,49.400000000000006,63.400000000000006
00-0023479,J.J. Arrington,2005,22,RB,California; College of the Canyons,2005.0,2.0,69.0,212.0,15,112,370.0,2,16.0,-26.0239109685163,1.0,25,25,139.0,0,3.1393338012858294,60.900000000000006,85.9
00-0023500,Frank Gore,2005,22,RB,Miami,2005.0,3.0,69.0,212.0,14,127,608.0,3,26.0,-1.7331240390481302,1.0,15,15,131.0,0,-0.9053019623816194,87.9,102.9
00-0023500,Frank Gore,2006,23,RB,Miami,2005.0,3.0,69.0,212.0,16,313,1695.0,8,68.0,-25.13160215629737,6.0,61,61,485.0,1,35.524714136030525,260.0,321.0
00-0023500,Frank Gore,2007,24,RB,Miami,2005.0,3.0,69.0,212.0,15,260,1102.0,5,42.0,-38.17852635535964,3.0,53,53,436.0,1,19.03797555938945,183.8,236.8
00-0023500,Frank Gore,2008,25,RB,Miami,2005.0,3.0,69.0,212.0,14,240,1036.0,6,45.0,-17.70689536246433,6.0,43,43,373.0,2,16.328674691008978,184.9,227.9
00-0023500,Frank Gore,2009,26,RB,Miami,2005.0,3.0,69.0,212.0,14,229,1120.0,10,47.0,-12.435422380629461,3.0,52,75,406.0,3,12.088017100189102,226.6,278.6
00-0023500,Frank Gore,2010,27,RB,Miami,2005.0,3.0,69.0,212.0,11,203,853.0,3,42.0,-21.278462320749803,3.0,46,72,452.0,2,4.503309227193197,156.5,202.5
00-0023500,Frank Gore,2011,28,RB,Miami,2005.0,3.0,69.0,212.0,16,282,1211.0,8,53.0,-33.349744576933816,2.0,17,31,114.0,0,-9.72462307612797,176.5,193.5
00-0023500,Frank Gore,2012,29,RB,Miami,2005.0,3.0,69.0,212.0,16,258,1214.0,8,67.0,-2.011449217970641,2.0,28,36,234.0,1,5.4573869612650014,196.8,224.8
00-0023500,Frank Gore,2013,30,RB,Miami,2005.0,3.0,69.0,212.0,16,276,1128.0,9,55.0,-32.703733754976696,3.0,16,26,141.0,0,-9.580958948318745,174.9,190.9
00-0023500,Frank Gore,2014,31,RB,Miami,2005.0,3.0,69.0,212.0,16,255,1106.0,4,53.0,-24.917688043564056,2.0,11,19,111.0,1,1.445328401925508,147.70000000000002,158.70000000000002
00-0023500,Frank Gore,2015,32,RB,Miami,2005.0,3.0,69.0,212.0,16,260,967.0,6,44.0,-49.75316217262298,4.0,34,58,267.0,1,-0.511967734170327,159.4,193.4
00-0023500,Frank Gore,2016,33,RB,Miami,2005.0,3.0,69.0,212.0,16,263,1025.0,4,50.0,-24.409346072387304,2.0,38,47,277.0,4,10.145314327673987,176.20000000000002,214.20000000000002
00-0023500,Frank Gore,2017,34,RB,Miami,2005.0,3.0,69.0,212.0,16,261,961.0,3,49.0,-24.00169583165191,3.0,29,38,245.0,1,4.851583616653631,144.6,173.6
00-0023500,Frank Gore,2018,35,RB,Miami,2005.0,3.0,69.0,212.0,14,156,722.0,0,25.0,-3.905759742305973,1.0,12,16,124.0,1,6.865175573417218,90.60000000000001,102.60000000000001
