player_id,display_name,season,age,position,college_name,draft_year,draft_round,height,weight,games,carries,rushing_yards,rushing_tds,rushing_first_downs,rushing_epa,rushing_fumbles,receptions,targets,receiving_yards,receiving_tds,receiving_epa,fantasy_points,fantasy_points_ppr
00-0027007,Chris Wells,2010,22,RB,Ohio State,2009.0,1.0,74.0,229.0,13,116,397.0,2,18.0,-18.15568392739193,1.0,5,8,74.0,0,3.436990865506232,59.1,64.10000000000001
00-0027007,Chris Wells,2011,23,RB,Ohio State,2009.0,1.0,74.0,229.0,14,245,1047.0,10,48.0,-11.262725358324428,4.0,10,16,52.0,0,-4.043177559210932,165.9,175.9
00-0027007,Chris Wells,2012,24,RB,Ohio State,2009.0,1.0,74.0,229.0,8,88,234.0,5,11.0,-27.639623913681135,1.0,1,1,24.0,0,1.6496126083657146,53.8,54.8
00-0027029,LeSean McCoy,2009,21,RB,Pittsburgh,2009.0,2.0,71.0,210.0,16,155,637.0,4,28.0,-17.55063869739736,2.0,40,55,308.0,0,-3.0834882334241804,118.5,158.5
00-0027029,LeSean McCoy,2010,22,RB,Pittsburgh,2009.0,2.0,71.0,210.0,15,207,1080.0,7,48.0,12.290018135260532,1.0,78,90,592.0,2,17.760046244333935,219.20000000000002,297.2
00-0027029,LeSean McCoy,2011,23,RB,Pittsburgh,2009.0,2.0,71.0,210.0,15,273,1309.0,17,84.0,17.686633657735463,1.0,48,69,315.0,3,-11.30264730029565,280.40000000000003,328.40000000000003
00-0027029,LeSean McCoy,2012,24,RB,Pittsburgh,2009.0,2.0,71.0,210.0,12,200,840.0,2,45.0,-16.266352610335137,4.0,54,67,373.0,3,10.481200914859073,145.3,199.3
00-0027029,LeSean McCoy,2013,25,RB,Pittsburgh,2009.0,2.0,71.0,210.0,16,314,1607.0,9,79.0,11.236225661202026,1.0,52,64,539.0,2,18.791585467149055,278.6,330.6
00-0027029,LeSean McCoy,2014,26,RB,Pittsburgh,2009.0,2.0,71.0,210.0,16,312,1319.0,5,67.0,-27.573907401568853,3.0,28,37,155.0,0,-7.57469770383233,171.4,199.4
00-0027029,LeSean McCoy,2015,27,RB,Pittsburgh,2009.0,2.0,71.0,210.0,12,203,895.0,3,42.0,-12.093245184398256,1.0,32,50,292.0,2,2.972819449383092,146.70000000000002,178.70000000000002
00-0027029,LeSean McCoy,2016,28,RB,Pittsburgh,2009.0,2.0,71.0,210.0,15,234,1267.0,13,55.0,14.077443695205597,3.0,50,57,356.0,1,13.56783701726131,248.3,298.3
00-0027029,LeSean McCoy,2017,29,RB,Pittsburgh,2009.0,2.0,71.0,210.0,16,287,1138.0,6,56.0,-40.21447004962522,3.0,59,77,448.0,2,6.182824193755109,204.60000000000002,263.6
00-0027029,LeSean McCoy,2018,30,RB,Pittsburgh,2009.0,2.0,71.0,210.0,14,161,514.0,3,22.0,-35.960032575028414,0.0,34,46,238.0,0,0.6421685557568608,93.2,127.2
00-0027029,LeSean McCoy,2019,31,RB,Pittsburgh,2009.0,2.0,71.0,210.0,13,101,465.0,4,24.0,-5.831186089431867,2.0,28,34,181.0,1,-6.254051871109015,90.60000000000001,118.60000000000001
00-0027048,Glen Coffee,2009,22,RB,Alabama,2009.0,3.0,72.0,209.0,10,83,226.0,1,8.0,-20.137488056439906,0.0,11,18,76.0,0,-8.520780761085916,36.2,47.2
00-0027080,Mike Goodson,2010,23,RB,Texas A&M,2009.0,4.0,72.0,210.0,15,103,452.0,3,20.0,-13.828166903433157,4.0,40,57,310.0,0,-3.1855610820249733,90.2,130.20000000000002
00-0027094,Andre Brown,2012,26,RB,N.C. State,2009.0,4.0,72.0,227.0,8,73,385.0,8,25.0,17.917206512065604,0.0,12,17,86.0,0,2.7322981086379095,97.1,109.1
00-0027094,Andre Brown,2013,27,RB,N.C. State,2009.0,4.0,72.0,227.0,8,139,492.0,3,31.0,-30.58994770049835,3.0,20,29,103.0,0,-5.791348792437276,73.5,93.5
00-0027120,Javon Ringer,2010,23,RB,Michigan State,2009.0,5.0,69.0,213.0,16,51,239.0,2,10.0,-0.3072933121002279,0.0,7,8,44.0,0,0.3367996273445897,40.300000000000004,47.3
00-0027120,Javon Ringer,2011,24,RB,Michigan State,2009.0,5.0,69.0,213.0,12,59,185.0,1,7.0,-14.84623874255244,0.0,28,36,187.0,0,-2.89393397769564,41.2,69.2
00-0027140,Chris Ogbonnaya,2011,25,RB,Texas,2009.0,7.0,72.0,225.0,12,76,340.0,1,13.0,-6.455858416453184,2.0,23,31,165.0,0,-2.431275702283319,54.5,77.5
00-0027155,Rashad Jennings,2010,25,RB,Liberty; Pittsburgh,2009.0,7.0,73.0,231.0,12,84,459.0,4,25.0,12.217778506256439,0.0,26,34,223.0,0,-0.014284742147787632,92.2,118.2
00-0027155,Rashad Jennings,2012,27,RB,Liberty; Pittsburgh,2009.0,7.0,73.0,231.0,10,101,283.0,2,16.0,-22.54034103054952,3.0,19,26,130.0,0,-12.36576723680048,53.300000000000004,72.3
00-0027155,Rashad Jennings,2013,28,RB,Liberty; Pittsburgh,2009.0,7.0,73.0,231.0,15,163,733.0,6,34.0,3.9787944798299577,0.0,36,47,292.0,0,1.926086488214699,138.5,174.5
00-0027155,Rashad Jennings,2014,29,RB,Liberty; Pittsburgh,2009.0,7.0,73.0,231.0,11,167,639.0,4,38.0,-12.368304468454662,0.0,30,41,226.0,0,-8.667389427864368,108.5,138.5
00-0027155,Rashad Jennings,2015,30,RB,Liberty; Pittsburgh,2009.0,7.0,73.0,231.0,16,195,863.0,3,40.0,-4.66906615921857,1.0,29,40,296.0,1,6.929089809244033,135.9,164.9
00-0027155,Rashad Jennings,2016,31,RB,Liberty; Pittsburgh,2009.0,7.0,73.0,231.0,13,181,593.0,3,29.0,-31.892868811963126,0.0,35,42,201.0,1,-1.1730718608470347,103.4,138.4
00-0027167,Chris Jennings,2009,24,RB,Arizona; Arizona Western,,,70.0,219.0,9,63,220.0,1,10.0,-8.815597153775915,0.0,9,13,56.0,0,-1.8304784045030829,33.6,42.6
00-0027214,Keiland Williams,2010,24,RB,LSU,,,71.0,230.0,14,65,261.0,3,14.0,-3.8080277993348273,0.0,39,58,309.0,2,-12.271240139993285,85.0,124.0
00-0027214,Keiland Williams,2011,25,RB,LSU,,,71.0,230.0,12,58,195.0,2,10.0,-11.163616075151367,2.0,8,8,62.0,0,2.914285523293074,35.7,43.7
00-0027218,Joique Bell,2012,26,RB,Wayne State,,,71.0,231.0,16,82,414.0,3,16.0,-1.1904729328933548,1.0,52,69,485.0,0,13.222600694473659,105.9,157.9
00-0027218,Joique Bell,2013,27,RB,Wayne State,,,71.0,231.0,16,166,650.0,8,43.0,-7.479601842339874,4.0,53,69,547.0,0,17.913992389201603,163.70000000000002,216.70000000000002
00-0027218,Joique Bell,2014,28,RB,Wayne State,,,71.0,231.0,15,223,860.0,7,43.0,-24.935177058476256,5.0,34,53,322.0,1,6.868777198677462,164.20000000000002,198.20000000000002
00-0027218,Joique Bell,2015,29,RB,Wayne State,,,71.0,231.0,13,90,311.0,4,18.0,-3.131939549202798,1.0,22,27,286.0,0,13.640588417765684,83.7,105.7
00-0027325,LeGarrette Blount,2010,24,RB,Oregon; East Mississippi JC,,,72.0,247.0,13,201,1007.0,6,38.0,-20.433090815495234,3.0,5,7,14.0,0,-6.7165988041087985,132.1,137.1
00-0027325,LeGarrette Blount,2011,25,RB,Oregon; East Mississippi JC,,,72.0,247.0,14,184,781.0,5,32.0,-23.188995344622526,3.0,15,25,148.0,0,-6.4927705684967805,116.9,131.9
00-0027325,LeGarrette Blount,2013,27,RB,Oregon; East Mississippi JC,,,72.0,247.0,16,153,772.0,7,35.0,1.6974477941403165,3.0,2,5,38.0,0,0.32405774627113715,119.0,121.0
00-0027325,LeGarrette Blount,2014,28,RB,Oregon; East Mississippi JC,,,72.0,247.0,15,125,547.0,5,30.0,-10.004676368173673,1.0,10,12,54.0,0,1.5573296503862366,88.10000000000001,98.1
00-0027325,LeGarrette Blount,2015,29,RB,Oregon; East Mississippi JC,,,72.0,247.0,12,165,703.0,6,37.0,-4.77880971023272,1.0,6,7,43.0,1,2.1697364403516985,116.6,122.6
00-0027325,LeGarrette Blount,2016,30,RB,Oregon; East Mississippi JC,,,72.0,247.0,16,299,1161.0,18,67.0,-18.614842558136168,2.0,7,8,38.0,0,-1.0345657332800329,225.9,232.9
00-0027325,LeGarrette Blount,2017,31,RB,Oregon; East Mississippi JC,,,72.0,247.0,16,173,766.0,2,30.0,-24.477676209432587,1.0,8,8,50.0,1,1.9106995071924757,99.6,107.6
00-0027325,LeGarrette Blount,2018,32,RB,Oregon; East Mississippi JC,,,72.0,247.0,16,154,418.0,5,25.0,-36.81721685609195,1.0,10,15,67.0,0,-8.663919075625017,76.5,86.5
00-0027531,Chris Ivory,2010,22,RB,Tiffin; Washington State,,,72.0,223.0,12,137,716.0,5,44.0,10.226723006169777,4.0,1,1,17.0,0,1.2874866442289203,99.30000000000001,100.30000000000001
00-0027531,Chris Ivory,2011,23,RB,Tiffin; Washington State,,,72.0,223.0,6,79,374.0,1,21.0,-2.877250477818561,0.0,0,1,0.0,0,-0.5123835152480751,43.400000000000006,43.400000000000006
00-0027531,Chris Ivory,2013,25,RB,Tiffin; Washington State,,,72.0,223.0,15,182,833.0,3,34.0,-9.33138143012318,2.0,2,7,10.0,0,-2.722585738869384,102.3,104.3
00-0027531,Chris Ivory,2014,26,RB,Tiffin; Washington State,,,72.0,223.0,16,198,821.0,6,42.0,-16.68378505610183,2.0,18,27,123.0,1,0.5143609691876918,134.4,152.4
00-0027531,Chris Ivory,2015,27,RB,Tiffin; Washington State,,,72.0,223.0,15,247,1070.0,7,50.0,-33.92489365358,3.0,30,37,217.0,1,6.5611197029356845,172.70000000000002,202.70000000000002
00-0027531,Chris Ivory,2016,28,RB,Tiffin; Washington State,,,72.0,223.0,11,117,439.0,3,21.0,-33.90565683084424,5.0,20,28,186.0,0,10.924225899063952,74.5,94.5
00-0027531,Chris Ivory,2017,29,RB,Tiffin; Washington State,,,72.0,223.0,14,112,382.0,1,16.0,-27.11216804070864,2.0,21,28,175.0,1,-1.4787985426830987,63.7,84.7
00-0027531,Chris Ivory,2018,30,RB,Tiffin; Washington State,,,72.0,223.0,13,115,385.0,1,25.0,-18.688140954764094,1.0,12,20,175.0,0,9.76432072071475,62.0,74.0
00-0027666,Montario Hardesty,2011,24,RB,Tennessee,2010.0,2.0,72.0,225.0,9,88,266.0,0,6.0,-19.682705770304892,1.0,14,21,122.0,0,5.232889832521323,38.800000000000004,52.800000000000004
00-0027666,Montario Hardesty,2012,25,RB,Tennessee,2010.0,2.0,72.0,225.0,10,65,271.0,1,12.0,-2.371710799896391,2.0,2,5,16.0,0,-0.06999481620732695,34.7,36.7
00-0027772,Anthony Dixon,2010,23,RB,Mississippi State,2010.0,6.0,73.0,233.0,12,70,237.0,2,11.0,-12.513088790583424,0.0,5,5,11.0,0,-1.1016399466898292,36.800000000000004,41.800000000000004
00-0027772,Anthony Dixon,2014,27,RB,Mississippi State,2010.0,6.0,73.0,233.0,13,105,432.0,2,13.0,-8.158381292509148,1.0,8,9,49.0,0,1.8296193590770318,60.1,68.10000000000001
00-0027779,Deji Karim,2011,25,RB,Southern Illinois; Northeast Oklahoma,2010.0,6.0,68.0,209.0,12,63,130.0,0,9.0,-17.09864062044151,0.0,14,19,120.0,0,-4.121968057819612,25.0,39.0
00-0027786,Jonathan Dwyer,2012,23,RB,Georgia Tech,2010.0,6.0,71.0,229.0,13,156,623.0,2,27.0,-16.16620545144542,2.0,18,25,106.0,0,-0.9590688302996568,80.9,98.9
00-0027791,James Starks,2011,25,RB,Buffalo,2010.0,6.0,74.0,218.0,13,133,578.0,1,31.0,-12.272081273496537,2.0,29,37,216.0,0,3.0283631915145146,83.4,112.4
00-0027791,James Starks,2012,26,RB,Buffalo,2010.0,6.0,74.0,218.0,6,71,255.0,1,12.0,-7.304909126034431,1.0,4,6,31.0,0,0.45475799730047584,34.6,38.6
00-0027791,James Starks,2013,27,RB,Buffalo,2010.0,6.0,74.0,218.0,13,89,493.0,3,27.0,14.457920702756383,1.0,10,13,89.0,1,3.516719527717214,82.2,92.2
00-0027791,James Starks,2014,28,RB,Buffalo,2010.0,6.0,74.0,218.0,14,85,333.0,2,16.0,-11.202710541372653,1.0,18,29,140.0,0,-2.2562028535208394,59.300000000000004,77.30000000000001
00-0027791,James Starks,2015,29,RB,Buffalo,2010.0,6.0,74.0,218.0,16,148,601.0,2,30.0,-16.921516888138,4.0,43,53,392.0,3,5.4407216420924644,123.30000000000001,166.3
00-0027791,James Starks,2016,30,RB,Buffalo,2010.0,6.0,74.0,218.0,9,63,145.0,0,9.0,-22.448907145702464,0.0,19,25,134.0,2,1.54713065691689,39.900000000000006,58.900000000000006
00-0027861,C.J. Spiller,2010,23,RB,Clemson,2010.0,1.0,71.0,200.0,14,74,283.0,0,10.0,-15.78850497037638,2.0,24,32,157.0,1,0.22976660902496526,54.0,78.0
00-0027861,C.J. Spiller,2011,24,RB,Clemson,2010.0,1.0,71.0,200.0,16,107,561.0,4,26.0,10.717690522607882,2.0,39,53,269.0,2,-4.356445648275281,119.0,158.0
00-0027861,C.J. Spiller,2012,25,RB,Clemson,2010.0,1.0,71.0,200.0,16,207,1244.0,6,52.0,21.766285675170366,2.0,43,57,459.0,2,8.283711512718583,212.3,255.3
00-0027861,C.J. Spiller,2013,26,RB,Clemson,2010.0,1.0,71.0,200.0,15,202,933.0,2,26.0,-15.6253754888603,4.0,33,40,185.0,0,-6.9225994291191455,121.80000000000001,154.8
00-0027861,C.J. Spiller,2014,27,RB,Clemson,2010.0,1.0,71.0,200.0,9,78,300.0,0,12.0,-16.911454752786085,3.0,19,22,125.0,1,3.636755069368519,52.5,71.5
00-0027864,Ryan Mathews,2010,23,RB,Fresno State,2010.0,1.0,72.0,220.0,12,157,675.0,7,25.0,-10.063903181352993,4.0,22,26,145.0,0,-4.5119513117242604,118.0,140.0
00-0027864,Ryan Mathews,2011,24,RB,Fresno State,2010.0,1.0,72.0,220.0,14,222,1091.0,6,52.0,-4.805954383511562,5.0,50,59,455.0,0,8.682669806120893,186.6,236.6
00-0027864,Ryan Mathews,2012,25,RB,Fresno State,2010.0,1.0,72.0,220.0,12,184,707.0,1,34.0,-16.873689295483576,2.0,39,57,252.0,0,-4.148242722294526,97.9,136.9
00-0027864,Ryan Mathews,2013,26,RB,Fresno State,2010.0,1.0,72.0,220.0,16,285,1255.0,6,54.0,-3.850705920834139,2.0,26,33,189.0,1,7.363843644212466,184.4,210.4
00-0027864,Ryan Mathews,2014,27,RB,Fresno State,2010.0,1.0,72.0,220.0,6,74,330.0,3,17.0,2.9131324643385597,1.0,9,10,69.0,0,2.382782188244164,57.900000000000006,66.9
00-0027864,Ryan Mathews,2015,28,RB,Fresno State,2010.0,1.0,72.0,220.0,13,106,539.0,6,32.0,-6.47581694959504,3.0,20,28,146.0,1,-7.2685646042640295,104.5,124.5
00-0027864,Ryan Mathews,2016,29,RB,Fresno State,2010.0,1.0,72.0,220.0,13,155,661.0,8,38.0,-10.979501784007326,3.0,13,14,115.0,1,4.276691200910136,131.6,144.6
00-0027880,Jahvid Best,2010,21,RB,California,2010.0,1.0,70.0,199.0,15,172,563.0,4,25.0,-40.49389980940032,1.0,58,80,487.0,2,0.7816712884781536,139.0,197.0
00-0027880,Jahvid Best,2011,22,RB,California,2010.0,1.0,70.0,199.0,6,84,390.0,2,15.0,-2.8445167255798136,0.0,27,40,287.0,1,6.348423012321657,85.7,112.7
00-0027888,Toby Gerhart,2010,23,RB,Stanford,2010.0,2.0,72.0,235.0,15,81,322.0,1,13.0,-10.998185155622195,1.0,21,29,167.0,0,-20.19367522457037,48.9,69.9
00-0027888,Toby Gerhart,2011,24,RB,Stanford,2010.0,2.0,72.0,235.0,15,109,531.0,1,24.0,-4.6281869753147475,1.0,23,28,190.0,3,-3.2154451064560012,96.1,119.1
00-0027888,Toby Gerhart,2012,25,RB,Stanford,2010.0,2.0,72.0,235.0,15,50,169.0,1,10.0,-11.362853564428244,2.0,20,27,155.0,0,-2.512290915422511,34.4,54.4
00-0027888,Toby Gerhart,2014,27,RB,Stanford,2010.0,2.0,72.0,235.0,14,101,326.0,2,23.0,-20.800550752346446,1.0,20,24,186.0,0,0.805869924836589,61.2,81.2
00-0027890,Ben Tate,2011,23,RB,Auburn,2010.0,2.0,70.0,220.0,15,175,942.0,4,53.0,0.7661902741594089,4.0,13,19,98.0,0,0.5924521152046509,122.0,135.0
00-0027890,Ben Tate,2012,24,RB,Auburn,2010.0,2.0,70.0,220.0,11,65,279.0,2,17.0,1.3483795070205815,1.0,11,11,49.0,0,-0.7851403767126612,42.800000000000004,53.800000000000004
00-0027890,Ben Tate,2013,25,RB,Auburn,2010.0,2.0,70.0,220.0,14,181,771.0,4,34.0,-16.42601905112511,4.0,34,49,140.0,0,-11.433244510511143,111.10000000000001,145.10000000000002
00-0027890,Ben Tate,2014,26,RB,Auburn,2010.0,2.0,70.0,220.0,11,119,371.0,4,18.0,-21.944542705262002,0.0,9,12,60.0,0,-8.811289990645465,67.10000000000001,76.10000000000001
00-0027966,Mark Ingram,2011,22,RB,Alabama,2011.0,1.0,69.0,215.0,10,123,478.0,5,30.0,-15.016124433117186,1.0,11,13,46.0,0,-1.9246846028254367,86.4,97.4
00-0027966,Mark Ingram,2012,23,RB,Alabama,2011.0,1.0,69.0,215.0,16,156,602.0,5,28.0,-11.055181223984208,0.0,6,10,29.0,0,-2.1345462579047307,93.10000000000001,99.1
00-0027966,Mark Ingram,2013,24,RB,Alabama,2011.0,1.0,69.0,215.0,11,78,386.0,1,18.0,-7.16519860381959,0.0,7,11,68.0,0,-0.3816443075193092,51.4,58.4
00-0027966,Mark Ingram,2014,25,RB,Alabama,2011.0,1.0,69.0,215.0,13,226,964.0,9,47.0,-2.31363984119076,1.0,29,36,145.0,0,-13.116353770834394,162.9,191.9
00-0027966,Mark Ingram,2015,26,RB,Alabama,2011.0,1.0,69.0,215.0,12,166,769.0,6,44.0,2.3127929767615107,1.0,50,60,405.0,0,-3.7525095558189494,153.4,203.4
00-0027966,Mark Ingram,2016,27,RB,Alabama,2011.0,1.0,69.0,215.0,16,205,1043.0,6,49.0,-5.29390313064231,2.0,46,58,319.0,4,15.981986285023709,196.20000000000002,242.20000000000002
00-0027966,Mark Ingram,2017,28,RB,Alabama,2011.0,1.0,69.0,215.0,16,230,1124.0,12,50.0,-6.60897309250402,2.0,58,71,416.0,0,1.026410859955593,220.0,278.0
00-0027966,Mark Ingram,2018,29,RB,Alabama,2011.0,1.0,69.0,215.0,12,138,645.0,6,34.0,-8.624336839967423,2.0,21,27,170.0,1,-6.025416995922569,121.5,142.5
00-0027966,Mark Ingram,2019,30,RB,Alabama,2011.0,1.0,69.0,215.0,15,202,1018.0,10,53.0,14.428682004530007,2.0,26,29,247.0,5,21.79191786495189,216.5,242.5
00-0027966,Mark Ingram,2020,31,RB,Alabama,2011.0,1.0,69.0,215.0,10,72,299.0,2,14.0,-5.569566930731526,0.0,6,8,50.0,0,0.04204380888710224,46.9,52.9
00-0027966,Mark Ingram,2021,32,RB,Alabama,2011.0,1.0,69.0,215.0,14,160,554.0,2,22.0,-31.323440707754344,1.0,27,35,162.0,0,-2.091120018536458,81.60000000000001,108.60000000000001
00-0027966,Mark Ingram,2022,33,RB,Alabama,2011.0,1.0,69.0,215.0,10,62,233.0,1,12.0,-11.029762006073724,1.0,16,18,68.0,0,-8.766475274111144,34.1,50.1
00-0027976,Ryan Williams,2012,22,RB,Virginia Tech,2011.0,2.0,69.0,207.0,5,58,164.0,0,7.0,-21.46841335033752,2.0,7,10,44.0,0,-1.1223067674113385,16.8,23.8
00-0027994,Shane Vereen,2012,23,RB,California,2011.0,2.0,70.0,205.0,11,62,251.0,3,15.0,4.937806628469843,0.0,8,13,149.0,1,8.3741134039592,62.0,70.0
00-0027994,Shane Vereen,2014,25,RB,California,2011.0,2.0,70.0,205.0,16,96,391.0,2,15.0,-6.329112361636992,0.0,52,77,447.0,3,11.225336114127218,113.8,165.8
00-0027994,Shane Vereen,2015,26,RB,California,2011.0,2.0,70.0,205.0,16,61,260.0,0,13.0,-5.877893923852751,0.0,59,81,494.0,4,5.070457215412407,99.4,158.4
00-0027995,Mikel Leshoure,2012,22,RB,Illinois,2011.0,2.0,72.0,233.0,14,215,798.0,9,46.0,-32.79797068574619,3.0,34,48,214.0,0,-2.7883982798666693,149.20000000000002,183.2
00-0028000,Daniel Thomas,2011,24,RB,Kansas State; Manhattan Christian Coll. KS (J.C.); Butler County JC; Northwest Mississippi CC,2011.0,2.0,73.0,235.0,13,165,581.0,0,24.0,-33.30748539311875,2.0,12,16,72.0,1,1.8939380278293672,69.30000000000001,81.30000000000001
00-0028000,Daniel Thomas,2012,25,RB,Kansas State; Manhattan Christian Coll. KS (J.C.); Butler County JC; Northwest Mississippi CC,2011.0,2.0,73.0,235.0,12,91,325.0,4,15.0,-11.139518307209695,3.0,15,22,156.0,0,0.6321603309083468,68.1,83.1
00-0028000,Daniel Thomas,2013,26,RB,Kansas State; Manhattan Christian Coll. KS (J.C.); Butler County JC; Northwest Mississippi CC,2011.0,2.0,73.0,235.0,15,109,406.0,4,17.0,-8.210210378998706,0.0,15,17,63.0,2,3.50306351610322,82.9,97.9
00-0028009,DeMarco Murray,2011,23,RB,Oklahoma,2011.0,3.0,73.0,220.0,13,164,897.0,2,41.0,9.169651870150304,1.0,26,35,183.0,0,-0.6741310789948329,120.0,146.0
00-0028009,DeMarco Murray,2012,24,RB,Oklahoma,2011.0,3.0,73.0,220.0,10,161,663.0,4,39.0,-6.918181843324886,2.0,35,42,251.0,0,1.260994302923791,111.4,146.4
00-0028009,DeMarco Murray,2013,25,RB,Oklahoma,2011.0,3.0,73.0,220.0,14,217,1121.0,9,59.0,16.232082538051806,2.0,53,66,350.0,1,5.2735010349586116,205.10000000000002,258.1
00-0028009,DeMarco Murray,2014,26,RB,Oklahoma,2011.0,3.0,73.0,220.0,16,392,1845.0,13,85.0,-4.3357237738554755,3.0,57,64,416.0,0,-0.6150490584173527,294.1,351.1
00-0028009,DeMarco Murray,2015,27,RB,Oklahoma,2011.0,3.0,73.0,220.0,15,193,702.0,6,47.0,-14.702628545288462,2.0,44,55,322.0,1,6.814135199907469,140.4,184.4
00-0028009,DeMarco Murray,2016,28,RB,Oklahoma,2011.0,3.0,73.0,220.0,16,293,1287.0,9,64.0,-12.736655521872425,3.0,53,67,377.0,3,9.45575655978691,240.8,293.8
00-0028009,DeMarco Murray,2017,29,RB,Oklahoma,2011.0,3.0,73.0,220.0,15,184,659.0,6,29.0,-31.70611505094137,1.0,39,47,266.0,1,-2.6551507615255607,132.5,171.5
00-0028011,Stevan Ridley,2011,22,RB,LSU,2011.0,3.0,71.0,220.0,12,87,441.0,1,18.0,-0.03444667340954766,1.0,3,5,13.0,0,-1.2791758636012673,51.400000000000006,54.4
00-0028011,Stevan Ridley,2012,23,RB,LSU,2011.0,3.0,71.0,220.0,16,290,1263.0,12,82.0,3.9742781394386313,4.0,6,14,51.0,0,-6.437569658795837,199.4,205.4
00-0028011,Stevan Ridley,2013,24,RB,LSU,2011.0,3.0,71.0,220.0,14,178,773.0,7,39.0,-19.24255164945498,3.0,10,12,62.0,0,-3.6546911573968828,117.5,127.5
00-0028011,Stevan Ridley,2014,25,RB,LSU,2011.0,3.0,71.0,220.0,6,94,340.0,2,16.0,-6.750914753067063,0.0,4,5,20.0,0,-0.3304906472330913,48.00000000000001,52.00000000000001
00-0028034,Alex Green,2012,24,RB,Hawaii; Butte College,2011.0,3.0,72.0,220.0,11,135,464.0,0,17.0,-25.53066547038157,0.0,18,29,125.0,0,-5.358453843814232,58.900000000000006,76.9
00-0028043,Roy Helu,2011,23,RB,Nebraska,2011.0,4.0,71.0,220.0,15,151,640.0,2,31.0,-9.790795653908688,1.0,49,59,379.0,1,0.1165766517038076,115.9,164.9
00-0028043,Roy Helu,2013,25,RB,Nebraska,2011.0,4.0,71.0,220.0,16,62,274.0,4,18.0,-4.353522230575071,1.0,31,42,251.0,0,-7.260251936079481,76.5,107.5
00-0028053,Kendall Hunter,2011,23,RB,Oklahoma State,2011.0,4.0,67.0,199.0,15,112,473.0,2,21.0,-6.399684915889388,0.0,16,26,195.0,0,9.882268310466316,78.80000000000001,94.80000000000001
00-0028053,Kendall Hunter,2012,24,RB,Oklahoma State,2011.0,4.0,67.0,199.0,11,72,371.0,2,18.0,10.955366651382064,0.0,9,12,60.0,0,-2.781107541813981,55.1,64.10000000000001
00-0028053,Kendall Hunter,2013,25,RB,Oklahoma State,2011.0,4.0,67.0,199.0,16,78,358.0,3,18.0,-5.1955594736369655,1.0,2,4,13.0,0,-0.8791836205055006,59.1,61.1
00-0028057,Delone Carter,2011,24,RB,Syracuse,2011.0,4.0,69.0,232.0,15,101,377.0,2,19.0,-31.657095618238014,3.0,5,8,18.0,0,-3.057384390558582,45.5,50.5
00-0028064,Bilal Powell,2012,24,RB,Louisville,2011.0,4.0,70.0,204.0,14,110,437.0,4,23.0,-3.8536723617583943,0.0,17,36,140.0,0,-13.064383964584751,81.7,98.7
00-0028064,Bilal Powell,2013,25,RB,Louisville,2011.0,4.0,70.0,204.0,16,176,697.0,1,35.0,-20.313814215428643,1.0,36,57,272.0,0,-6.898884036276317,104.10000000000001,140.1
00-0028064,Bilal Powell,2015,27,RB,Louisville,2011.0,4.0,70.0,204.0,11,70,313.0,1,18.0,-0.28329062530582627,1.0,47,63,388.0,2,0.5064535530958096,88.1,135.1
00-0028064,Bilal Powell,2016,28,RB,Louisville,2011.0,4.0,70.0,204.0,16,131,722.0,3,46.0,8.089774354109057,0.0,58,74,388.0,2,-6.016345716041862,139.0,197.0
00-0028064,Bilal Powell,2017,29,RB,Louisville,2011.0,4.0,70.0,204.0,15,178,772.0,5,30.0,-17.93714591540473,0.0,23,33,170.0,0,-12.030344536065801,122.2,145.2
00-0028064,Bilal Powell,2018,30,RB,Louisville,2011.0,4.0,70.0,204.0,7,80,343.0,0,16.0,-10.991366525779675,2.0,11,18,110.0,1,-11.279250526304185,49.300000000000004,60.3
00-0028064,Bilal Powell,2019,31,RB,Louisville,2011.0,4.0,70.0,204.0,12,59,229.0,0,12.0,-9.88228143696324,0.0,7,12,33.0,0,-3.097465659258887,26.200000000000003,33.2
00-0028083,Jacquizz Rodgers,2011,21,RB,Oregon State,2011.0,5.0,66.0,205.0,16,57,205.0,1,15.0,-6.7350160221685655,1.0,21,27,188.0,1,-3.9326055838613145,49.300000000000004,70.3
00-0028083,Jacquizz Rodgers,2012,22,RB,Oregon State,2011.0,5.0,66.0,205.0,16,94,362.0,1,16.0,-18.81702432153842,0.0,53,59,402.0,1,10.323813548457087,88.4,141.4
00-0028083,Jacquizz Rodgers,2013,23,RB,Oregon State,2011.0,5.0,66.0,205.0,15,96,332.0,2,19.0,-12.050312578416197,0.0,52,62,341.0,2,0.5743505089738314,89.3,141.3
00-0028083,Jacquizz Rodgers,2014,24,RB,Oregon State,2011.0,5.0,66.0,205.0,16,58,217.0,1,12.0,-6.025448874245637,1.0,29,40,173.0,1,-5.9359458894593855,51.0,80.0
00-0028083,Jacquizz Rodgers,2016,26,RB,Oregon State,2011.0,5.0,66.0,205.0,10,129,560.0,2,29.0,-4.344336914364829,0.0,13,16,98.0,0,0.36120933431435986,77.80000000000001,90.8
00-0028083,Jacquizz Rodgers,2017,27,RB,Oregon State,2011.0,5.0,66.0,205.0,13,64,244.0,1,11.0,-8.943429552891757,0.0,9,11,74.0,0,1.5086199395591393,37.8,46.8
